dim,Atlas,ROI
376,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,42
377,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,43
378,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,44
379,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,45
380,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,46
381,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,47
382,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,48
383,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,49
384,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,50
385,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,51
386,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,52
387,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,53
388,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,54
389,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,55
390,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,56
391,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,57
392,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,58
393,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,59
394,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,60
395,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,61
396,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,62
397,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,63
398,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,64
399,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,65
400,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,66
401,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,67
402,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,68
403,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,69
404,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,70
405,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,71
406,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,72
407,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,73
408,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,74
409,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,75
410,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,76
411,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,77
412,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,78
413,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,79
414,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,80
415,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,81
416,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,82
417,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,83
418,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,84
419,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,85
420,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,86
421,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,87
422,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,88
423,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,89
424,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,90
425,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,91
426,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,92
427,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,93
428,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,94
429,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,95
430,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,96
431,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,97
432,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,98
433,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,99
434,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,100
435,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,101
436,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,102
437,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,103
438,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,104
439,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,105
440,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,106
441,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,107
442,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,108
443,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,109
444,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,110
445,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,111
446,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,112
447,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,113
448,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,114
449,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,115
450,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,116
451,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,117
452,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,118
453,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,119
454,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,120
455,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,121
456,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,122
457,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,123
458,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,124
459,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,125
460,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,126
461,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,127
462,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,128
463,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,129
464,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,130
465,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,131
466,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,132
467,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,133
468,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,134
469,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,135
470,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,136
471,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,137
472,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,138
473,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,139
474,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,140
475,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,141
476,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,142
477,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,143
478,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,144
479,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,145
480,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,146
481,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,147
482,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,148
483,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,149
484,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,150
485,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,151
486,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,152
487,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,153
488,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,154
489,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,155
490,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,156
491,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,157
492,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,158
493,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,159
494,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,160
495,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,161
496,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,162
497,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,163
498,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,164
499,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,165
500,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,166
501,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,167
502,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,168
503,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,169
504,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,170
505,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,171
506,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,172
507,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,173
508,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,174
509,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,176
510,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,181
511,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,182
512,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,183
513,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,184
514,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,185
515,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,186
516,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,187
517,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,188
518,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,189
519,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,190
520,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,191
521,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,192
522,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,193
523,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,194
524,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,195
525,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,196
526,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,197
527,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,198
528,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,199
529,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,200
530,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,201
531,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,202
532,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,203
533,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,204
534,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,205
535,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,206
536,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,207
537,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,208
538,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,209
539,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,210
540,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,211
541,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,212
542,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,213
543,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,214
544,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,215
545,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,216
546,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,217
547,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,218
548,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,219
549,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,220
550,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,221
551,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,222
552,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,223
553,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,224
554,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,225
555,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,226
556,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,227
557,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,228
558,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,229
559,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,230
560,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,231
561,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,232
562,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,233
563,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,234
564,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,235
565,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,236
566,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,237
567,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,238
568,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,239
569,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,240
570,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,241
571,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,242
572,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,243
573,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,244
574,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,245
575,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,246
576,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,247
577,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,248
578,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,249
579,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,250
580,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,251
581,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,252
582,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,253
583,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,254
584,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,255
585,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,256
586,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,257
587,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,258
588,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,259
589,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,260
590,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,261
591,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,262
592,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,263
593,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,264
594,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,265
595,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,266
596,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,267
597,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,268
598,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,269
599,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,270
600,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,271
601,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,272
602,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,273
603,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,274
604,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,275
605,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,276
606,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,277
607,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,278
608,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,279
609,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,280
610,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,281
611,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,282
612,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,283
613,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,284
614,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,285
615,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,286
616,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,287
617,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,288
618,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,289
619,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,290
620,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,291
621,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,292
622,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,293
623,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,294
624,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,295
625,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,296
626,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,297
627,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,298
628,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,299
629,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,300
630,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,301
631,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,302
632,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,303
633,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,304
634,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,305
635,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,306
636,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,307
637,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,308
638,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,309
639,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,310
640,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,311
641,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,312
642,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,313
643,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,314
644,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,315
645,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,316
646,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,317
647,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,318
648,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,319
649,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,320
650,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,321
651,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,322
652,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,323
653,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,324
654,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,325
655,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,326
656,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,327
657,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,328
658,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,329
659,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,330
660,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,331
661,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,332
662,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,333
663,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,334
664,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,335
665,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,336
666,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,337
667,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,338
668,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,339
669,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,340
670,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,341
671,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,342
672,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,343
673,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,344
674,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,345
675,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,346
676,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,347
677,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,348
678,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,349
679,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,350
680,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,351
681,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,352
682,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,353
683,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,354
684,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,355
685,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,356
686,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,357
687,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,358
688,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,359
689,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,360
690,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,361
691,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,362
692,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,363
693,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,364
694,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,365
695,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,366
696,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,368
697,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,374
698,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,375
699,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,376
700,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,377
701,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,378
702,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,379
703,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,380
704,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,381
705,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,382
706,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,383
707,mesh.intensity_AICHA_reordered.Template_T1_IXI555_MNI152_GS,384
